,hi-en,hi,len-hi,len-hi-en
3845,jhumon,झूमों,5,6
3846,karaya,कराया,5,6
3847,guncha,गुंचा,5,6
3848,mudake,मुडके,5,6
3849,dabate,दबते,4,6
3850,milegi,मिलेगी,6,6
3851,zaruri,ज़रूरी,5,6
3852,majanu,मजनू,4,6
3853,marake,मरके,4,6
3854,chamak,चमक,3,6
3855,muskan,मुस्कन,6,6
3856,jaunga,जाऊँगा,6,6
3857,paunga,पाऊँगा,6,6
3858,tumare,तुमरे,5,6
3859,khumar,खुमार,5,6
3860,paltan,पल्टन,5,6
3861,banduk,बन्दूक,6,6
3862,satati,सताती,5,6
3863,taptap,टपटप,4,6
3864,usamen,उसमें,5,6
3865,sistar,सिस्टर,6,6
3866,ladati,लड़ती,4,6
3867,pasand,पसंद,4,6
3868,marana,मरना,4,6
3869,ikarar,इकरार,5,6
3870,kisape,किसपे,5,6
3871,tanman,तनमन,4,6
3872,gungun,गुनगुन,6,6
3873,dilata,दिलाता,6,6
3874,female,फ़ेमले,5,6
3875,darata,डरता,4,6
3876,pilave,पिलावे,6,6
3877,ainthi,ऐंठी,4,6
3878,basera,बसेरा,5,6
3879,kaynat,काय्नात,7,6
3880,katari,कटारी,5,6
3881,ashaqi,आशक़ी,4,6
3882,filmon,फ़िल्मों,7,6
3883,sabaka,सबका,4,6
3884,lutata,लुटाता,6,6
3885,banana,बनना,4,6
3886,huming,हुम्मिन्ग,9,6
3887,yunhin,यूँहीं,6,6
3888,hatana,हटना,4,6
3889,bhigen,भीगें,5,6
3890,dilana,दिलाना,6,6
3891,hamtum,हमतुम,5,6
3892,dilagi,दिल्लगी,7,6
3893,yauvan,यौवन,4,6
3894,pritam,प्रीतम,6,6
3895,mistar,मिस्टर,6,6
3896,hadipa,हड़िप्पा,7,6
3897,madras,मद्रास,6,6
3898,wirani,वीरानी,6,6
3899,bulana,बुलाना,6,6
3900,gulami,ग़ुलामी,6,6
3901,rahrah,रहरह,4,6
3902,shyamu,श्यामू,6,6
3903,pranon,प्राणों,7,6
3904,surili,सुरीली,6,6
3905,basati,बसती,4,6
3906,langhi,लांघी,5,6
3907,amarit,अमरित,5,6
3908,uthana,उठाना,5,6
3909,nindon,नींदों,6,6
3910,rahega,रहेगा,5,6
3911,marati,मरती,4,6
3912,paigam,पैग़ाम,5,6
3913,palati,पलती,4,6
3914,hansen,हँसें,5,6
3915,laxman,लक्ष्मन,7,6
3916,chulhe,चूल्हे,6,6
3917,mardan,मर्दन,5,6
3918,kurban,कुर्बान,7,6
3919,rukane,रुकने,5,6
3920,nachen,नाचें,5,6
3921,takogi,तकोगी,5,6
3922,rowoge,रोवोगे,6,6
3923,vachan,वचन,3,6
3924,doston,दोस्तों,7,6
3925,dinrat,दिनरात,6,6
3926,maidan,मैदान,5,6
3927,mohare,मोहरे,5,6
3928,hansne,हँस्ने,6,6
3929,vitark,वितर्क,6,6
3930,khakar,खाकर,4,6
3931,bojhal,बोझल,4,6
3932,bichao,बिछाओ,5,6
3933,hanste,हँस्ते,6,6
3934,nibhai,निभाई,5,6
3935,bahata,बहाता,5,6
3936,ashram,आश्रम,5,6
3937,hirana,हिरणा,5,6
3938,manjil,मंजिल,5,6
3939,suhane,सुहाने,6,6
3940,vidhan,विधान,5,6
3941,anhoni,अन्होनि,7,6
3942,bichae,बिछाए,5,6
3943,bataun,बताऊँ,5,6
3944,saiyad,सैयाद,5,6
3945,hriday,ह्रिदय,6,6
3946,ulafat,उलफ़त,4,6
3947,parvah,पर्वाह,6,6
3948,batala,बतला,4,6
3949,bagair,बग़ैर,4,6
3950,maujan,मौजां,5,6
3951,parada,परदा,4,6
3952,pranay,प्रणय,5,6
3953,aiktar,ऐक्टर,5,6
3954,naxatr,नक्षत्र,7,6
3955,iqarar,इक़रार,5,6
3956,aniyan,आणियां,6,6
3957,faulad,फ़ौलाद,5,6
3958,sunata,सुनाता,6,6
3959,tulata,तुलता,5,6
3960,lagate,लगते,4,6
3961,banaye,बनाये,5,6
3962,shakun,शकुन,4,6
3963,khizan,खिज़ां,5,6
3964,goriye,गोरिये,6,6
3965,bulaye,बुलाये,6,6
3966,paxion,पक्षिओं,7,6
3967,suhani,सुहानी,6,6
3968,kankar,कंकर,4,6
3969,jalaen,जलाएं,5,6
3970,shanti,शान्ति,6,6
3971,diwali,दीवाली,6,6
3972,bagiya,बगिया,5,6
3973,salona,सलोना,5,6
3974,odhata,ओढ़ाता,5,6
3975,bulata,बुलाता,6,6
3976,ragini,रागिनी,6,6
3977,rulaen,रुलाएं,6,6
3978,nagame,नग़मे,4,6
3979,hanson,हंसों,5,6
3980,anamol,अनमोल,5,6
3981,karani,करनी,4,6
3982,hiroin,हीरोइन,6,6
3983,unamen,उनमें,5,6
3984,filmen,फ़िल्में,7,6
3985,shivay,शिवाय,5,6
3986,byakul,ब्याकुल,7,6
3987,sunayi,सुनायी,6,6
3988,karuna,करुणा,5,6
3989,kutiya,कुटिया,6,6
3990,satrah,सत्रह,5,6
3991,mishri,मिश्री,6,6
3992,khushi,खुशी,4,6
3993,gunjan,गुंजन,5,6
3994,upavan,उपवन,4,6
3995,banban,बनबन,4,6
3996,nachat,नाचत,4,6
3997,diwana,दिवाना,6,6
3998,vyapar,व्यापार,7,6
3999,santal,साँतल,5,6
4000,hataun,हटाऊँ,5,6
4001,jaison,जैसों,5,6
4002,chandi,चाँदी,5,6
4003,barbar,बारबार,6,6
4004,tattat,तटतट,4,6
4005,andhra,आंध्रा,6,6
4006,sochun,सोचूं,5,6
4007,tarase,तरसे,4,6
4008,kerala,केरला,5,6
4009,masuri,मसूरी,5,6
4010,dadara,दादरा,5,6
4011,bareli,बरेली,5,6
4012,angara,अंगारा,6,6
4013,manata,मनाता,5,6
4014,shital,शीतल,4,6
4015,phunke,फूँके,5,6
4016,mumbai,मुम्बई,6,6
4017,darane,डरने,4,6
4018,raunak,रौनक,4,6
4019,churai,चुराई,5,6
4020,chipak,चिपक,4,6
4021,jugjug,जुगजुग,6,6
4022,jalave,जलवे,4,6
4023,halave,हलवे,4,6
4024,chakha,चखा,3,6
4025,papadi,पापड़ी,5,6
4026,gudiya,गुड़िया,6,6
4027,govind,गोविन्द,7,6
4028,bainon,बैनों,5,6
4029,champi,चम्पी,5,6
4030,tripti,तृप्ति,6,6
4031,taraha,तरहा,4,6
4032,chinti,चींटी,5,6
4033,jhonke,झोँके,5,6
4034,nindya,निन्द्या,8,6
4035,ladali,लाडली,5,6
4036,manava,मनवा,4,6
4037,sulaye,सुलाये,6,6
4038,manane,मनाने,5,6
4039,tarasa,तरसा,4,6
4040,shayad,शायद,4,6
4041,virana,वीराना,6,6
4042,angare,अंगारे,6,6
4043,phansi,फाँसी,5,6
4044,jhansi,झाँसी,5,6
4045,jhalak,झलक,3,6
4046,indaur,इन्दौर,6,6
4047,bhanve,भँवे,4,6
4048,mujrim,मुज्रिम,7,6
4049,mataka,मटका,4,6
4050,khilan,खिलन,4,6
4051,kategi,कटेगी,5,6
4052,damaru,डमरू,4,6
4053,ukhade,उखाड़े,5,6
4054,kahegi,कहेगी,5,6
4055,dikhai,दिखाई,5,6
4056,dubane,डूबने,5,6
4057,sazaen,सज़ाएँ,5,6
4058,baksha,बख़्शा,5,6
4059,manzar,मंज़र,4,6
4060,guzara,गुज़ारा,6,6
4061,ashqon,अश्क़ों,6,6
4062,balati,बलती,4,6
4063,isalie,इसलिए,5,6
4064,bazaen,बाज़ाएँ,6,6
4065,wafaen,वफ़ाएँ,5,6
4066,kudaya,ख़ुदाया,6,6
4067,ujalon,उजालों,6,6
4068,ungali,ऊँगली,5,6
4069,sakati,सकती,4,6
4070,khisak,खिसक,4,6
4071,milati,मिलती,5,6
4072,kharab,खराब,4,6
4073,bandho,बाँधो,5,6
4074,shishe,शीशे,4,6
4075,tanaha,तनहा,4,6
4076,kashqa,कश्क़ा,5,6
4077,langar,लंगर,4,6
4078,kabaka,कबका,4,6
4079,achcha,अच्चा,5,6
4080,ladana,लड़ाना,5,6
4081,darana,डराना,5,6
4082,lagana,लगाना,5,6
4083,achche,अच्छे,5,6
4084,sataye,सताये,5,6
4085,yaqini,यक़ीनी,5,6
4086,rulaye,रुलाये,6,6
4087,basana,बसाना,5,6
4088,yavari,यावरी,5,6
4089,dastan,दास्ताँ,7,6
4090,subaho,सुबहो,5,6
4091,shamen,शम्में,6,6
4092,vafaen,वफ़ाएं,5,6
4093,bhujha,भुझा,4,6
4094,bhulen,भूलें,5,6
4095,banega,बनेगा,5,6
4096,kamosh,ख़ामोश,5,6
4097,thirak,थिरक,4,6
4098,dhamak,धमक,3,6
4099,adaada,अदाअदा,6,6
4100,lipati,लिपटी,5,6
4101,mahaka,महका,4,6
4102,lijiye,लीजिये,6,6
4103,shamil,शामिल,5,6
4104,qatare,क़तरे,4,6
4105,mitana,मिटाना,6,6
4106,nasiba,नसीबा,5,6
4107,rawani,रवानी,5,6
4108,alokit,आलोकित,6,6
4109,jalavo,जलावो,5,6
4110,mridul,मृदुल,5,6
4111,sindhu,सिन्धु,6,6
4112,pranam,प्रणाम,6,6
4113,vidyut,विद्युत,7,6
4114,vihans,विहँस,5,6
4115,bikhar,बिखर,4,6
4116,gavare,गवारे,5,6
4117,phaila,फैला,4,6
4118,koshon,कोषों,5,6
4119,pyaron,प्यारों,7,6
4120,choron,चोरों,5,6
4121,amavas,अमावस,5,6
4122,kahega,कहेगा,5,6
4123,iltija,इल्तिजा,7,6
4124,karade,करदे,4,6
4125,gajare,गजरे,4,6
4126,ganvon,गांवों,6,6
4127,purane,पुराने,6,6
4128,sajaya,सजाया,5,6
4129,lagayi,लगायी,5,6
4130,hairan,हैरान,5,6
4131,jinaka,जिनका,5,6
4132,narami,नरमी,4,6
4133,hamape,हमपे,4,6
4134,tanana,तानाना,6,6
4135,madhur,मधुर,4,6
4136,pataki,पटकी,4,6
4137,maujon,मौजों,5,6
4138,chetak,चेतक,4,6
4139,kisase,किससे,5,6
4140,makhan,माखन,4,6
4141,akshar,अक्षर,5,6
4142,kahana,कहना४,5,6
4143,chanda,चंदा,4,6
4144,itihas,इतिहास,6,6
4145,satave,सतावे,5,6
4146,sheron,शेरों,5,6
4147,palkon,पल्कों,6,6
4148,sahana,सहना४,5,6
4149,pukari,पुकारी,6,6
4150,samana,सामना,5,6
4151,padega,पड़ेगा,5,6
4152,dekhie,देखिए,5,6
4153,biraha,बिरहा,5,6
4154,banhon,बाँहों,6,6
4155,bekudi,बेख़ुदी,6,6
4156,parvat,पर्वत,5,6
4157,ladegi,लदेगी,5,6
4158,beiman,बेईमान,6,6
4159,yamuna,यमुना,5,6
4160,baraso,बरसो,4,6
4161,todata,तोड़ता,5,6
4162,mataki,मटकी,4,6
4163,kandhe,काँधे,5,6
4164,chubha,चुभा,4,6
4165,jalaye,जलाये,5,6
4166,ranjha,रांझा,5,6
4167,apsara,अप्सरा,6,6
4168,qafila,क़ाफ़िला,6,6
4169,nirale,निराले,6,6
4170,kisine,किसीने,6,6
4171,sadaon,सदाओं,5,6
4172,kisiki,किसीकी,6,6
4173,bachan,बचन,3,6
4174,manaun,मनाऊं,5,6
4175,bevafa,बेवफ़ा,5,6
4176,kamdar,ख़म्दार,6,6
4177,dharat,धरत,3,6
4178,gumsum,गुमसुम,6,6
4179,khinch,खीँच,4,6
4180,lutegi,लूटेगी,6,6
4181,tadbir,तद्बीर,6,6
4182,baliye,बलिये,5,6
4183,taqdir,तक़्दीर,6,6
4184,soniye,सोणिये,6,6
4185,chipai,छिपाई,5,6
4186,sajade,सजदे,4,6
4187,kanval,कंवल,4,6
4188,sharab,शराब,4,6
4189,jisame,जिसमे,5,6
4190,rulane,रुलाने,6,6
4191,milaun,मिलाऊँ,6,6
4192,supari,सुपारी,6,6
4193,bumake,बुमके,5,6
4194,jamane,जमने,4,6
4195,kahiye,कहिये,5,6
4196,niwasi,निवासी,6,6
4197,lataka,लटका,4,6
4198,kvabon,ख़्वाबों,7,6
4199,jamaye,जमाये,5,6
4200,hoyega,होयेगा,6,6
4201,ghumad,घुमड़,4,6
4202,chenab,चेनाब,5,6
4203,savare,सवारे,5,6
4204,hansin,हंसीं,5,6
4205,bigade,बिगड़े,5,6
4206,adhura,अधूरा,5,6
4207,sadame,सदमे,4,6
4208,sunaye,सुनाये,6,6
4209,adiadi,आड़ीआड़ी,6,6
4210,dakhan,दक्खन,5,6
4211,kaleja,कलेजा,5,6
4212,sajile,सजीले,5,6
4213,khaiye,खाइये,5,6
4214,kueyar,कूएयार,6,6
4215,dupata,दुपट्टा,7,6
4216,mahake,महके,4,6
4217,patali,पतली,4,6
4218,latake,लटके,4,6
4219,rusawa,रुसवा,5,6
4220,payale,पयाले,5,6
4221,talana,टालना,5,6
4222,zalama,ज़ालमा,5,6
4223,bahate,बहते,4,6
4224,khilen,खिलें,5,6
4225,jatana,जताना,5,6
4226,kalyan,कल्याण,6,6
4227,andher,अन्धेर,6,6
4228,mukesh,मुकेश,5,6
4229,bubadi,बूबडी,5,6
4230,bhigoe,भिगोए,5,6
4231,kumari,ख़ुमारी,6,6
4232,sanjoe,संजोए,5,6
4233,saream,सरएआम,5,6
4234,sahane,सहने,4,6
4235,umiden,उम्मीदें,8,6
4236,bhiker,भिकेर,5,6
4237,manaya,मनाया,5,6
4238,babadi,बाबडी,5,6
4239,kaleje,कलेजे,5,6
4240,sajada,सजदा,4,6
4241,hataya,हटाया,5,6
4242,bajane,बजने,4,6
4243,chukar,छूकर,4,6
4244,lapata,लापता,5,6
4245,etabar,एतबार,5,6
4246,jalana,जलाना,5,6
4247,khatir,खातिर,5,6
4248,rasiya,रसिया,5,6
4249,bharta,भर्ता,5,6
4250,basiya,बसिया,5,6
4251,tihari,तिहारी,6,6
4252,rokati,रोकती,5,6
4253,shayar,शायर,4,6
4254,bahega,बहेगा,5,6
4255,nirala,निराला,6,6
4256,beruki,बेरुख़ी,6,6
4257,dupate,दुपट्टे,7,6
4258,tenhun,तेन्हूं,7,6
4259,pienge,पिएंगे,6,6
4260,minase,मिनसे,5,6
4261,inakar,इनकार,5,6
4262,lagada,लगदा,4,6
4263,karmon,कर्मों,6,6
4264,apanon,अपनों,5,6
4265,jugani,जुगनी,5,6
4266,dekhin,देखीं,5,6
4267,kishan,किशन,4,6
4268,andaza,अन्दाज़ा,7,6
4269,kabase,कबसे,4,6
4270,dikhao,दिखाओ,5,6
4271,aintha,ऐंठा,4,6
4272,pagale,पगले,4,6
4273,pagali,पगली,4,6
4274,palaki,पालकी,5,6
4275,karoge,करोगे,5,6
4276,dastur,दस्तूर,6,6
4277,tyohar,त्योहार,7,6
4278,kholun,खोलूँ,5,6
4279,salone,सलोने,5,6
4280,jhande,झँडे,4,6
4281,girati,गिरती,5,6
4282,sadake,सदके,4,6
4283,tumase,तुमसे,5,6
4284,lutane,लूटने,5,6
4285,chatan,चटन,3,6
4286,bhabhi,भाभी,4,6
4287,ishare,इशारे,5,6
4288,asaman,आसमान,5,6
4289,hauran,हौरन,4,6
4290,pukare,पुकारे,6,6
4291,ladake,लड़के,4,6
4292,tukade,टुकड़े,5,6
4293,katare,कतरे,4,6
4294,dhyeya,ध्येय,5,6
4295,gayega,गायेगा,6,6
4296,betabi,बेताबी,6,6
4297,mardon,मर्दों,6,6
4298,bahane,बहने,4,6
4299,svaraj,स्वराज,6,6
4300,ashkon,अश्कों,6,6
4301,intaha,इंतहा,5,6
4302,tadape,तड़पे,4,6
4303,chacha,चाचा,4,6
4304,nadani,नादानी,6,6
4305,sankat,संकट,4,6
4306,shatru,शत्रु,5,6
4307,khabar,खबर,3,6
4308,roshan,रोशन,4,6
4309,fizaen,फ़िज़ाएं,6,6
4310,zulfon,ज़ुल्फ़ों,7,6
4311,vijayi,विजयी,5,6
4312,sikhai,सिखाई,5,6
4313,jhanda,झण्डा,5,6
4314,bataya,बताया,5,6
4315,hoyhoy,होयहोय,6,6
4316,bahati,बहती,4,6
4317,dekhun,देखूँ,5,6
4318,kahata,कहता,4,6
4319,madira,मदिरा,5,6
4320,anajan,अनजान,5,6
4321,bhalai,भलाई,4,6
4322,lalana,ललना,4,6
4323,rukata,रुकता,5,6
4324,jagata,जगाता,5,6
4325,jazbat,जज़्बात,6,6
4326,thokar,ठोकर,4,6
4327,varana,वरना,4,6
4328,lagata,लगाता,5,6
4329,sindur,सिंदूर,6,6
4330,phulon,फूलों,5,6
4331,duniya,दुनिया,6,6
4332,taskin,तस्कीँ,6,6
4333,tamana,तमन्ना,6,6
4334,kahiyo,कहियो,5,6
4335,manzil,मंज़िल,5,6
4336,hamara,हमारा,5,6
4337,zamana,ज़माना,5,6
4338,badhai,बढ़ाई,4,6
4339,palpal,पलपल,4,6
4340,tarane,तराने,5,6
4341,bahaka,बहका,4,6
4342,batane,बताने,5,6
4343,chalit,चलित,4,6
4344,badalo,बदलो,4,6
4345,tarana,तराना,5,6
4346,rahoge,रहोगे,5,6
4347,jitani,जितनी,5,6
4348,chalae,चलाए,4,6
4349,jinhen,जिन्हें,7,6
4350,pukara,पुकारा,6,6
4351,milane,मिलने,5,6
4352,fasana,फ़साना,5,6
4353,kinara,किनारा,6,6
4354,pahalu,पहलू,4,6
4355,sabake,सबके,4,6
4356,ayengi,आयेंगी,6,6
4357,samane,सामने,5,6
4358,beghar,बेघर,4,6
4359,dubara,दुबारा,6,6
4360,jisake,जिसके,5,6
4361,jindagi,जिंदगी,6,7
4362,control,कंट्रोल,7,7
4363,shandar,शानदार,6,7
4364,gulposh,गुल्पोश,7,7
4365,basmati,बासमती,6,7
4366,bhediye,भेड़िये,6,7
4367,pradesh,प्रदेश,6,7
4368,beetein,बीतें,5,7
4369,lamhein,लम्हें,6,7
4370,beechak,बीचक,4,7
4371,anushka,अनुष्का,7,7
4372,khayaal,ख़याल,5,7
4373,jaagran,जागरण,5,7
4374,tareeke,तरीके,5,7
4375,dakshin,दक्षिण,6,7
4376,darmiya,दरमिया,6,7
4377,kayamat,कयामत,5,7
4378,harajai,हरजाई,5,7
4379,ghoomne,घूमने,5,7
4380,parinda,परिंदा,6,7
4381,umariya,उमरिया,6,7
4382,angrezi,अंग्रेज़ी,8,7
4383,jhumate,झूमते,5,7
4384,angaron,अंगारों,7,7
4385,bujhane,बुझाने,6,7
4386,ghumate,घूमते,5,7
4387,mazahab,मज़हब,4,7
4388,pikchar,पिक्चर,6,7
4389,dekhake,देखके,5,7
4390,gathari,गठरी,4,7
4391,fitarat,फ़ितरत,5,7
4392,ghumaya,घुमाया,6,7
4393,chamake,चमके,4,7
4394,ladakon,लड़कों,5,7
4395,fansale,फांसले,6,7
4396,pramukh,प्रमुख,6,7
4397,dropadi,द्रोपदी,7,7
4398,ladkiyo,लड़कियो,7,7
4399,haryali,हरयाली,6,7
4400,ramayan,रामायण,6,7
4401,dabanng,दबंग,4,7
4402,kathaye,कथाये,5,7
4403,shaunak,शौनक,4,7
4404,chaloon,चलूँ,4,7
4405,muththi,मुठ्ठी,6,7
4406,sailaab,सैलाब,5,7
4407,shiksha,शिक्षा,6,7
4408,nishedh,निषेध,5,7
4409,kaminey,कमीने,5,7
4410,pranali,प्रणाली,7,7
4411,wadiyan,वादियाँ,7,7
4412,sandese,संदेसे,6,7
4413,ghanere,घनेरे,5,7
4414,paschim,पश्चिम,6,7
4415,chalisa,चालीसा,6,7
4416,rangoli,रंगोली,6,7
4417,kameena,कमीना,5,7
4418,dhadkan,धड़कन,5,7
4419,bevajah,बेवजह,5,7
4420,kashmir,कश्मीर,6,7
4421,nariyal,नारियल,6,7
4422,roshini,रोशिनी,6,7
4423,patekar,पाटेकर,6,7
4424,dhamaal,धमाल,4,7
4425,maanush,मानुष,5,7
4426,giravat,गिरावट,6,7
4427,ganguly,गांगुली,7,7
4428,chutney,चटनी,4,7
4429,dostana,दोस्ताना,8,7
4430,bahekta,बहेकता,6,7
4431,daastan,दास्तान,7,7
4432,uthaiyo,उठैइओ,5,7
4433,achchha,अच्छा,5,7
4434,ghanera,घनेर,4,7
4435,vadiyan,वादियां,7,7
4436,saurabh,सौरभ,4,7
4437,harenge,हारेंगे,7,7
4438,hausala,हौसला,5,7
4439,subahen,सुबहें,6,7
4440,hairani,हैरानी,6,7
4441,bachane,बचाने,5,7
4442,janeman,जानएमन,6,7
4443,savalon,सवालों,6,7
4444,bulabul,बुलबुल,6,7
4445,tasavur,तसव्वुर,7,7
4446,chodake,छोड़के,5,7
4447,hararat,हरारत,5,7
4448,haradam,हरदम,4,7
4449,majanun,मजनूं,5,7
4450,nagahon,नगाहों,6,7
4451,hansate,हँसते,5,7
4452,faisala,फ़ैसला,5,7
4453,todenge,तोड़ेंगे,7,7
4454,sundari,सुन्दरी,7,7
4455,hangame,हंगामे,6,7
4456,mulaqat,मुलाक़ात,7,7
4457,baragad,बरगद,4,7
4458,puravai,पुरवाई,6,7
4459,khamosh,खामोश,5,7
4460,pathara,पठरा,4,7
4461,badhana,बढ़ाना,5,7
4462,roshani,रोशनी,5,7
4463,mulakat,मुलाकात,7,7
4464,jhuthon,झूठों,5,7
4465,kasamen,कसमें,5,7
4466,banunga,बनूँगा,6,7
4467,nagamen,नगमें,5,7
4468,duriyan,दूरियाँ,7,7
4469,jitenge,जीतेंगे,7,7
4470,rishton,रिश्तों,7,7
4471,chaunko,चौंको,5,7
4472,bhigote,भिगोते,6,7
4473,dikhate,दिखाते,6,7
4474,lalache,ललचे,4,7
4475,yauvana,यौवना,5,7
4476,subahon,सुबहों,6,7
4477,pratham,प्रथम,5,7
4478,phukadi,फूकदी२,6,7
4479,milayen,मिलायें,7,7
4480,shimale,शिमले,5,7
4481,anajana,अनजाना,6,7
4482,drishti,द्रिष्टी,8,7
4483,chatiya,छतिया,5,7
4484,tamasha,तमाशा,5,7
4485,rahabar,रहबर,4,7
4486,rahaman,रहमान,5,7
4487,mehandi,मेहंदी,6,7
4488,sapanon,सपनों,5,7
4489,anajane,अनजाने,6,7
4490,bahanen,बहनें,5,7
4491,nazaren,नज़रें,5,7
4492,tereyan,तेरेयाँ,7,7
4493,kahalai,कहलाई,5,7
4494,janakar,जानकर,5,7
4495,hamesha,हमेशा,5,7
4496,abhinay,अभिनय,5,7
4497,taqazon,तक़ाज़ों,6,7
4498,kahalae,कहलाए,5,7
4499,churake,चुराके,6,7
4500,tarasha,तराशा,5,7
4501,manalun,मनालूँ,6,7
4502,patawar,पतवार,5,7
4503,kanvare,कंवारे,6,7
4504,jamayen,जमायें,6,7
4505,bahanon,बहनों,5,7
4506,dukhiya,दुखिया,6,7
4507,hariyan,हारियाँ,7,7
4508,basanti,बसन्ती,6,7
4509,chanvon,छांवों,6,7
4510,divaren,दीवारें,7,7
4511,barasat,बरसत,4,7
4512,alabeli,अलबेली,6,7
4513,ranjish,रंजिश,5,7
4514,bichare,बिचारे,6,7
4515,gunjati,गूँजती,6,7
4516,samajhe,समझे,4,7
4517,haledil,हालएदिल,7,7
4518,umangen,उमंगें,6,7
4519,kaliyan,कलियन,5,7
4520,chetana,चेतना,5,7
4521,gherati,घेरती,5,7
4522,dikhaun,दिखाऊँ,6,7
4523,dikhaya,दिखाया,6,7
4524,insanon,इन्सानों,8,7
4525,jhukati,झुकती,5,7
4526,shayari,शायरी,5,7
4527,chahara,चहरा,4,7
4528,andhere,अन्धेरे,7,7
4529,kamoshi,ख़ामोशी,6,7
4530,barason,बरसों,5,7
4531,musibat,मुसीबत,6,7
4532,alabele,अलबेले,6,7
4533,jhulane,झुलाने,6,7
4534,iztirab,इज़्तिराब,8,7
4535,fariyad,फ़रियाद,6,7
4536,mohabat,मोहब्बत,7,7
4537,bachale,बचाले,5,7
4538,musakan,मुसकान,6,7
4539,sharmae,शर्माए,6,7
4540,pancham,पंचम,4,7
4541,mehaman,मेहमान,6,7
4542,salauna,सलौना,5,7
4543,bagiyan,बगियन,5,7
4544,dharana,धरना,4,7
4545,bandhan,बंधन,4,7
4546,chanati,छनती,4,7
4547,dushvar,दुश्वार,7,7
4548,iktiyar,इख़्तियार,8,7
4549,kamasin,कमसीन,5,7
4550,shadabi,शादाबी,6,7
4551,ghirata,घिरता,5,7
4552,danadan,दनादन,5,7
4553,shilong,शीलोंग,6,7
4554,nagapur,नागपूर,6,7
4555,jhonken,झोंकें,6,7
4556,bharati,भरती,4,7
4557,bhaunra,भौंरा,5,7
4558,ghabara,घबरा,4,7
4559,tirachi,तिरछी,5,7
4560,darenge,डरेंगे,6,7
4561,parades,परदेस,5,7
4562,bachake,बचके,4,7
4563,bikaner,बीकानेर,7,7
4564,muhobat,मुहोब्बत,8,7
4565,dharati,धरती,4,7
4566,majabur,मजबूर,5,7
4567,mathura,मथुरा,5,7
4568,nibhaen,निभाएं,6,7
4569,chalati,चलती,4,7
4570,chumban,चुम्बन,6,7
4571,thaharo,ठहरो,4,7
4572,laghuta,लघुता,5,7
4573,najaron,नजरों,5,7
4574,sandesa,सन्देसा,7,7
4575,yadagar,यादगार,6,7
4576,jhukate,झुकते,5,7
4577,subhaga,सुभग,4,7
4578,tumhari,तुम्हरी,7,7
4579,chakori,चकोरी,5,7
4580,samajho,समझो,4,7
4581,shiqava,शिक़वा,5,7
4582,jayapur,जयपुर,5,7
4583,vasudha,वसुधा,5,7
4584,sahenge,सहेंगे,6,7
4585,bichake,बिछाके,6,7
4586,chodega,छोड़ेगा,6,7
4587,betasir,बेतासिर,7,7
4588,chalbal,छलबल,4,7
4589,jatayen,जतायें,6,7
4590,nirdayi,निर्दयी,7,7
4591,sabkuch,सबकुछ,5,7
4592,beqasur,बेक़सूर,6,7
4593,kahunga,कहूँगा,6,7
4594,khincha,खींचा,5,7
4595,hansati,हँसती,5,7
4596,nigahen,निगाहें,7,7
4597,pichche,पिछ्छे,6,7
4598,chumane,चूमने,5,7
4599,sadaran,सदरां,5,7
4600,bariyan,बारियाँ,7,7
4601,langade,लंगदे,5,7
4602,akulaye,अकुलाये,7,7
4603,layenge,लायेंगे,7,7
4604,mangadi,मंगदी,5,7
4605,paniyan,पाणियां,7,7
4606,muhabat,मुहब्बत,7,7
4607,durvasa,दुर्वासा,8,7
4608,khansta,खांस्ता,7,7
4609,andheri,अँधेरी,6,7
4610,qisamat,क़िसमत,5,7
4611,machale,मचले,4,7
4612,mujhape,मुझपे,5,7
4613,hatheli,हथेली,5,7
4614,bhulate,भुलाते,6,7
4615,chahate,चाहते,5,7
4616,manahus,मनहूस,5,7
4617,kahungi,कहूँगी,6,7
4618,dekhane,देखने,5,7
4619,mujhase,मुझसे,5,7
4620,nitivan,नीतिवान,7,7
4621,wafayen,वफ़ायें,6,7
4622,anevale,आनेवाले,7,7
4623,muskaen,मुस्काएं,8,7
4624,jindadi,जिंदड़ी,6,7
4625,garajat,गरजत,4,7
4626,gardish,गर्दिश,6,7
4627,taqadir,तक़दीर,5,7
4628,bhanvar,भँवर,4,7
4629,atharah,अट्ठरह,6,7
4630,khulate,खुलते,5,7
4631,khulati,खुलती,5,7
4632,akhiyon,अखियों,6,7
4633,bekhudi,बेखुदी,6,7
4634,goshida,गोशीदा,6,7
4635,salamat,सलामत,5,7
4636,mubarak,मुबारक,6,7
4637,motiyon,मोतियों,7,7
4638,sazegam,साज़एग़म,6,7
4639,madmast,मदमस्त,6,7
4640,palakon,पलकों,5,7
4641,askiran,आसकिरन,6,7
4642,bichoda,बिछोड़ा,6,7
4643,takadir,तकदीर,5,7
4644,panchar,पंचर,4,7
4645,qadamon,क़दमों,5,7
4646,chalang,छलाँग,5,7
4647,bichade,बिछड़े,5,7
4648,dhadake,धड़के,4,7
4649,bhulaya,भुलय्या,7,7
4650,beqarar,बेक़रार,6,7
4651,jhakore,झकोरे,5,7
4652,bhadake,भड़के,4,7
4653,kamayab,कामयाब,6,7
4654,chameli,चमेली,5,7
4655,chalaka,छलका,4,7
4656,bhataka,भटका,4,7
