,hi-en,hi,len-hi,len-hi-en
1975,thodi,थोड़ी,4,5
1976,hunda,हुंदा,5,5
1977,motar,मोटर,4,5
1978,rasta,रास्ता,6,5
1979,katha,कथा,3,5
1980,lakir,लकीर,4,5
1981,dekhe,देखे,4,5
1982,bihar,बिहार,5,5
1983,aenge,आएँगे,5,5
1984,hanse,हँसे,4,5
1985,jyoti,ज्योति,6,5
1986,jawab,जवाब,4,5
1987,raina,रैना४,5,5
1988,honge,होंगे,5,5
1989,karun,करूँ,4,5
1990,dilon,दिलों,5,5
1991,jagun,जागूँ,5,5
1992,chedo,छेड़ो,4,5
1993,hathi,हाथी,4,5
1994,fikar,फ़िकर,4,5
1995,bayan,बयाँ,4,5
1996,buton,बुतों,5,5
1997,kudai,ख़ुदाई,5,5
1998,lekin,लेकिन,5,5
1999,ghunt,घूँट,4,5
2000,khela,खेला,4,5
2001,qadam,क़दम,3,5
2002,unake,उनके,4,5
2003,jhume,झूमे,4,5
2004,naina,नैना३,5,5
2005,dande,डन्डे,5,5
2006,magar,मगर,3,5
2007,piche,पीछे,4,5
2008,ghadi,घड़ी,3,5
2009,bigad,बिगड़,4,5
2010,bhule,भूले,4,5
2011,waise,वैसे,4,5
2012,bhari,भरी,3,5
2013,usane,उसने,4,5
2014,kamin,कमीं,4,5
2015,madhu,मधु,3,5
2016,mohan,मोहन,4,5
2017,phera,फेरा,4,5
2018,varun,वारूँ,5,5
2019,maine,मैने,4,5
2020,purab,पूरब,4,5
2021,ulata,उलटा,4,5
2022,galib,ग़ालिब,5,5
2023,qafan,क़फ़न,3,5
2024,chala,चला,3,5
2025,jiyen,जियें,5,5
2026,kanta,काँटा,5,5
2027,sarak,सरक,3,5
2028,marzi,मर्ज़ी,5,5
2029,baras,बरस,3,5
2030,vidya,विद्या,6,5
2031,manje,मांजे,5,5
2032,pagal,पागल,4,5
2033,lamha,लम्हा,5,5
2034,kahan,कहां,4,5
2035,lapet,लपेट,4,5
2036,hijab,हिजाब,5,5
2037,ujada,उजाड़ा,5,5
2038,kachu,कछु,3,5
2039,sulag,सुलग,4,5
2040,kanon,कानों,5,5
2041,chede,छेड़े,4,5
2042,sauda,सौदा,4,5
2043,vaisa,वैसा,4,5
2044,jevar,जेवर,4,5
2045,zulmi,ज़ुल्मी,6,5
2046,samae,समाए,4,5
2047,manja,मांजा,5,5
2048,kitab,किताब,5,5
2049,chubh,चुभ,3,5
2050,chura,चुरा,4,5
2051,magan,मगन,3,5
2052,china,छीना,4,5
2053,bhare,भरे,3,5
2054,rapat,रपट,3,5
2055,hamen,हमें,4,5
2056,thane,थाने,4,5
2057,sabak,सबक,3,5
2058,udane,उड़ने,4,5
2059,hisab,हिसाब,5,5
2060,khone,खोने,4,5
2061,karam,करम,3,5
2062,patak,पटक,3,5
2063,lutan,लूटन,4,5
2064,janab,जनाब,4,5
2065,budhi,बुद्धी,6,5
2066,itana,इतना,4,5
2067,sevak,सेवक,4,5
2068,dhaye,ढाये,4,5
2069,nacha,नचा,3,5
2070,guzar,गुज़र,4,5
2071,ladai,लड़ाई,4,5
2072,unase,उनसे,4,5
2073,jivan,जीवन,4,5
2074,milin,मिलीं,5,5
2075,umade,उमड़े,4,5
2076,hoton,होटों,5,5
2077,jaiye,जाइये,5,5
2078,salon,सालों,5,5
2079,donon,दोनों,5,5
2080,dalen,डालें,5,5
2081,qusur,क़ुसूर,5,5
2082,umadi,उमड़ी,4,5
2083,bhula,भुला,4,5
2084,ikale,इकले,4,5
2085,payal,पायल,4,5
2086,khili,खिल्लि,6,5
2087,nadan,नादान,5,5
2088,chidi,छिड़ी,4,5
2089,bujhi,बुझी,4,5
2090,chakh,चख,2,5
2091,thode,थोड़े,4,5
2092,khush,खुश,3,5
2093,ujale,उजाले,5,5
2094,udhar,उधर,3,5
2095,idhar,इधर,3,5
2096,chipa,छिपा,4,5
2097,dunga,दूंगा,5,5
2098,beche,बेचे,4,5
2099,bekar,बेकार,5,5
2100,nasha,नशा,3,5
2101,bhara,भरा,3,5
2102,budha,बुड्ढा,6,5
2103,agara,आगरा,4,5
2104,bazar,बाज़ार,5,5
2105,miyan,मियाँ,5,5
2106,juman,जुम्मन,6,5
2107,phans,फंस,3,5
2108,payen,पायें,5,5
2109,chume,चूमे,4,5
2110,yarab,यारब,4,5
2111,lunga,लूंगा,5,5
2112,valon,वालों,5,5
2113,kalai,कलाई,4,5
2114,huzur,हुज़ूर,5,5
2115,nazuk,नाज़ुक,5,5
2116,thame,थामे,4,5
2117,niyat,नीयत,4,5
2118,dhage,धागे,4,5
2119,daude,दौड़े,4,5
2120,rakhi,राखी,4,5
2121,andoh,अंदोह,5,5
2122,lagai,लगाई,4,5
2123,rihai,रिहाई,5,5
2124,asman,आस्माँ,6,5
2125,bujhe,बूझे,4,5
2126,uthai,उठाई,4,5
2127,badan,बदन,3,5
2128,hasin,हसीं,4,5
2129,anadi,अनाड़ी,5,5
2130,tikhi,तीखी,4,5
2131,jaisi,जैसी,4,5
2132,sikhi,सीखी,4,5
2133,katak,कटक,3,5
2134,unchi,ऊँची,4,5
2135,shuru,शुरू,4,5
2136,piroe,पिरोए,5,5
2137,taraf,तरफ़,3,5
2138,puche,पूछे,4,5
2139,anjan,अंजान,5,5
2140,tujhi,तुझी,4,5
2141,khole,खोले,4,5
2142,giton,गीतों,5,5
2143,sakhi,सखी,3,5
2144,bhaye,भाये,4,5
2145,hayat,हयात,4,5
2146,khele,खेले,4,5
2147,gayen,गायें,5,5
2148,jamal,जमाल,4,5
2149,duhai,दुहाई,5,5
2150,sawan,सावन,4,5
2151,jhule,झूले,4,5
2152,chale,चले,3,5
2153,manen,माँएं,5,5
2154,naraz,नाराज़,5,5
2155,minit,मिनिट,5,5
2156,pyari,प्यारी,6,5
2157,dewas,देवास,5,5
2158,chode,छोड़े,4,5
2159,bulao,बुलाओ,5,5
2160,dhara,धारा,4,5
2161,patni,पत्नी,5,5
2162,jaldi,जळी,3,5
2163,falak,फ़लक,3,5
2164,minar,मीनार,5,5
2165,logan,लोगां,5,5
2166,taluk,ताल्लुक,7,5
2167,galat,ग़लत,3,5
2168,ujade,उजड़े,4,5
2169,bulae,बुलाए,5,5
2170,nazar,नज़र,3,5
2171,shadi,शादी,4,5
2172,dhuan,धुआँ,4,5
2173,dayar,दयार,4,5
2174,buhat,बुहत,4,5
2175,andar,अंदर,4,5
2176,bajae,बजाए,4,5
2177,sajae,सजाए,4,5
2178,sadak,सड़क,3,5
2179,makan,मकाँ,4,5
2180,kagaz,कागज़,4,5
2181,munde,मुंडे,5,5
2182,galon,गालों,5,5
2183,zilat,ज़िल्लत,6,5
2184,malah,मल्लाह,6,5
2185,buapa,बुअप्पा,7,5
2186,khafa,खफ़ा,3,5
2187,taron,तारों,5,5
2188,karib,करीब,4,5
2189,fizan,फ़िज़ां,5,5
2190,mathe,मत्थे,5,5
2191,shauk,शौक,3,5
2192,tabhi,तभी,3,5
2193,anbar,अंबर,4,5
2194,maili,मैली,4,5
2195,turki,तुर्की,6,5
2196,bepir,बेपीर,5,5
2197,garmi,गर्मी,5,5
2198,dhaga,धागा,4,5
2199,milae,मिलाए,5,5
2200,jhuka,झुका,4,5
2201,zalim,ज़ालिम,5,5
2202,jahil,जाहिल,5,5
2203,subah,सुबह,4,5
2204,unhen,उन्हें,6,5
2205,panth,पंथ,3,5
2206,batil,बातिल,5,5
2207,safen,सफ़ें,4,5
2208,lazat,लज़्ज़त,5,5
2209,bhado,भादो,4,5
2210,apaki,आपकी,4,5
2211,jagah,जगह,3,5
2212,danam,दानम,4,5
2213,kalam,कलाम,4,5
2214,bolun,बोलूं,5,5
2215,gafil,ग़ाफ़िल,5,5
2216,nahin,नाहीं,5,5
2217,jhola,झोला,4,5
2218,khali,खाली,4,5
2219,basen,बसें,4,5
2220,judai,जुदाई,5,5
2221,jhole,झोले,4,5
2222,zafar,ज़फ़र,3,5
2223,miten,मिटें,5,5
2224,malan,मालन,4,5
2225,unape,उनपे,4,5
2226,haule,हौले,4,5
2227,pyala,प्याला,6,5
2228,jhula,झुला,4,5
2229,koyal,कोयल,4,5
2230,usako,उसको,4,5
2231,herat,हेरत,4,5
2232,wahin,वहीं,4,5
2233,niche,नीचे,4,5
2234,raten,रातें,5,5
2235,duben,डूबें,5,5
2236,bhasm,भस्म,4,5
2237,kadam,कदम,3,5
2238,jahan,जहां,4,5
2239,basae,बसाए,4,5
2240,khada,खड़ा,3,5
2241,mithe,मीठे,4,5
2242,khane,खाने,4,5
2243,baten,बातें,5,5
2244,bonas,बोनस,4,5
2245,jhana,झन,2,5
2246,apani,अपनी,4,5
2247,paran,परण,3,5
2248,udake,उड़ाके,5,5
2249,angan,आँगन,4,5
2250,chota,छोटा,4,5
2251,chalo,चलो,3,5
2252,janma,जन्मा,5,5
2253,sikha,सीखा,4,5
2254,walon,वालों,5,5
2255,unako,उनको,4,5
2256,chuki,चुकी,4,5
2257,maron,मारों,5,5
2258,unhin,उन्हीं,6,5
2259,sikhe,सीखे,4,5
2260,sagar,सागर,4,5
2261,tuten,टूटें,5,5
2262,akhon,आखोँ,4,5
2263,abaru,अबरू,4,5
2264,khile,खिले,4,5
2265,arman,अर्माअँ,7,5
2266,jagat,जगत,3,5
2267,janam,जानम,4,5
2268,haron,हारों,5,5
2269,babul,बाबुल,5,5
2270,insaf,इन्साफ़,6,5
2271,udate,उड़ते,4,5
2272,padat,पड़त,3,5
2273,rahen,राहें,5,5
2274,adaen,अदाएं,5,5
2275,chain,चैन,3,5
2276,jawan,जवाँ,4,5
2277,cheda,छेड़ा,4,5
2278,suran,सुरन,4,5
2279,mithi,मीठी,4,5
2280,khila,खिला,4,5
2281,badhi,बढ़ी,3,5
2282,halat,हालत,4,5
2283,tanum,तानुम,5,5
2284,bindi,बिंदी,5,5
2285,dhani,धानी,4,5
2286,shokh,शोख,3,5
2287,parae,पराए,4,5
2288,lahar,लहर,3,5
2289,isaki,इसकी,4,5
2290,rumal,रुमाल,5,5
2291,inako,इनको,4,5
2292,chika,चिका,4,5
2293,inake,इनके,4,5
2294,pyare,प्यारे२,7,5
2295,genda,गेंदा,5,5
2296,isake,इसके,4,5
2297,gulab,गुलाब,5,5
2298,suraj,सूरज,4,5
2299,gopal,गोपाल,5,5
2300,zakmi,ज़ख़्मी,5,5
2301,pyali,प्याली,6,5
2302,daras,दरस,3,5
2303,qatil,क़ातिल,5,5
2304,bhale,भाले,4,5
2305,bhole,भोले,4,5
2306,azadi,आज़ादी,5,5
2307,badhe,बढ़े,3,5
2308,jabhi,जभी,3,5
2309,phunk,फूंक,4,5
2310,dekho,देखो,4,5
2311,ambar,अम्बर,5,5
2312,agyan,अज्ञान,6,5
2313,ruthe,रूठे,4,5
2314,garbh,गर्भ,4,5
2315,vansh,वंश,3,5
2316,janun,जानूँ,5,5
2317,chute,छूटे,4,5
2318,koras,कोरस,4,5
2319,jogan,जोगन,4,5
2320,zinda,ज़िन्दा,6,5
2321,kaise,कैसे,4,5
2322,ashiq,आशिक़,4,5
2323,jhuth,झूठ्ह,5,5
2324,bacha,बचा,3,5
2325,paida,पैदा,4,5
2326,shama,शमा,3,5
2327,qamal,क़माल,4,5
2328,kaund,कौँद,4,5
2329,teiri,तेइरी,5,5
2330,karan,कारन,4,5
2331,dhile,ढीले,4,5
2332,sahar,सहर,3,5
2333,purje,पुर्जे,6,5
2334,suqun,सुक़ूँ,5,5
2335,hashr,हश्र,4,5
2336,basar,बसर,3,5
2338,iflas,इफ़्लास,6,5
2339,pyase,प्यासे,6,5
2340,vishq,विश्क़,5,5
2341,chiki,चिकी,4,5
2342,labon,लबों,4,5
2343,phata,फटा,3,5
2344,parde,पर्दे,5,5
2345,cheti,छेती,4,5
2346,paden,पड़ें,4,5
2347,kamar,कमर,3,5
2348,patli,पत्ली,5,5
2349,tujha,तुझ,3,5
2350,bidai,बिदाइ,5,5
2351,palan,पालन,4,5
2352,dekha,देखा,4,5
2353,dadan,डड्डां,6,5
2354,gaire,गैरे,4,5
2355,daren,डरें,4,5
2356,khabe,खब्बे,5,5
2357,gyara,ग्यारा,6,5
2358,shola,शोला,4,5
2359,vivad,विवाद,5,5
2360,dikha,दिखा,4,5
2361,dhire,धीरे,4,5
2362,andhi,आँधी,4,5
2363,lekar,लेकर,4,5
2364,vidhi,विधि,4,5
2365,kheli,खेली,4,5
2366,tanon,तानों,5,5
2367,baton,बातों,5,5
2368,sanjh,साँझ,4,5
2369,honth,होंठ,4,5
2370,gyani,ज्ञानी,6,5
2371,mujhe,मुझे,4,5
2372,gagar,गागर,4,5
2373,dolun,डोलूँ,5,5
2374,ujala,उजाला,5,5
2375,sanam,सनम,3,5
2376,qasam,क़सम,3,5
2377,bekal,बेकल,4,5
2378,chaha,चाहा,4,5
2380,tujhe,तुझे,4,5
2381,chupa,छुपा,4,5
2382,umang,उमंग,4,5
2383,botal,बोतल,4,5
2384,chuna,छूना,4,5
2385,qarib,क़रीब,4,5
2386,mauka,मौका,4,5
2387,lungi,लूंगी,5,5
2388,khata,खता,3,5
2389,chade,छड्डे,5,5
2390,yahin,यहीं,4,5
2391,usake,उसके,4,5
2392,lenge,लेंगे,5,5
2393,nahar,नहर,3,5
2394,chani,छानी,4,5
2395,chanv,छाँव,4,5
2396,jinda,जिंदा,5,5
2397,waisa,वैसा,4,5
2398,nacho,नाचो,4,5
2399,chahe,चाहे,4,5
2400,auron,औरों,4,5
2401,nazan,नाज़ाँ,5,5
2402,aucha,आऊच,3,5
2403,shauq,शौक़,3,5
2404,dungi,दूंगी,5,5
2405,garib,गरीब,4,5
2406,nasib,नसीब,4,5
2407,rahon,राहों,5,5
2408,badal,बदल,3,5
2409,bahon,बाहों,5,5
2410,mangi,मांगी,5,5
2411,chuka,चुका,4,5
2412,kabul,काबुल,5,5
2413,shiri,शीरी,4,5
2414,palak,पलक,3,5
2415,masti,मस्ती,5,5
2416,kucha,कुछ,3,5
2417,lubha,लुभा,4,5
2418,tabir,ताबीर,5,5
2419,saman,समां,4,5
2420,darun,डरूँ,4,5
2421,khvab,ख्वाब,5,5
2422,laila,लैला,4,5
2423,kaisa,कैसा,4,5
2424,pakad,पकड़,3,5
2425,shakl,शक्ल,4,5
2426,gavah,गवाह,4,5
2427,jaisa,जैसा,4,5
2428,banai,बनाई,4,5
2429,shaba,शाबा,4,5
2430,nibha,निभा,4,5
2431,sabab,सबब,3,5
2432,sahil,साहिल,5,5
2433,khadi,खड़ी,3,5
2434,laten,लटें,4,5
2435,kueyar,कूएयार,6,6
2436,khaiye,खाइये,5,6
2437,sajile,सजीले,5,6
2438,kaleja,कलेजा,5,6
2439,dakhan,दक्खन,5,6
2440,adiadi,आड़ीआड़ी,6,6
2441,sunaye,सुनाये,6,6
2442,sadame,सदमे,4,6
2443,adhura,अधूरा,5,6
2444,bigade,बिगड़े,5,6
2445,hansin,हंसीं,5,6
2446,savare,सवारे,5,6
2447,chenab,चेनाब,5,6
2448,ghumad,घुमड़,4,6
2449,hoyega,होयेगा,6,6
2450,jamaye,जमाये,5,6
2451,kvabon,ख़्वाबों,7,6
2452,lataka,लटका,4,6
2453,niwasi,निवासी,6,6
2454,kahiye,कहिये,5,6
2455,jamane,जमने,4,6
2456,khilan,खिलन,4,6
2457,kandhe,काँधे,5,6
2458,mataka,मटका,4,6
2459,hanste,हँस्ते,6,6
2460,shyamu,श्यामू,6,6
2461,rahrah,रहरह,4,6
2462,gulami,ग़ुलामी,6,6
2463,bulana,बुलाना,6,6
2464,wirani,वीरानी,6,6
2465,madras,मद्रास,6,6
2466,hadipa,हड़िप्पा,7,6
2467,mistar,मिस्टर,6,6
2468,pritam,प्रीतम,6,6
2469,yauvan,यौवन,4,6
2470,dilagi,दिल्लगी,7,6
2471,hamtum,हमतुम,5,6
2472,dilana,दिलाना,6,6
2473,bhigen,भीगें,5,6
2474,hatana,हटना,4,6
2475,yunhin,यूँहीं,6,6
2476,huming,हुम्मिन्ग,9,6
2477,banana,बनना,4,6
2478,lutata,लुटाता,6,6
2479,sabaka,सबका,4,6
2480,filmon,फ़िल्मों,7,6
2481,salone,सलोने,5,6
2482,kholun,खोलूँ,5,6
2483,goriye,गोरिये,6,6
2484,bulaye,बुलाये,6,6
2485,paxion,पक्षिओं,7,6
2486,suhani,सुहानी,6,6
2487,kankar,कंकर,4,6
2488,jalaen,जलाएं,5,6
2489,shanti,शान्ति,6,6
2490,diwali,दीवाली,6,6
2491,bagiya,बगिया,5,6
2492,aksara,अक्सर,5,6
2493,salona,सलोना,5,6
2494,odhata,ओढ़ाता,5,6
2495,bulata,बुलाता,6,6
2496,ragini,रागिनी,6,6
2497,rulaen,रुलाएं,6,6
2498,nagame,नग़मे,4,6
2499,hanson,हंसों,5,6
2500,anamol,अनमोल,5,6
2501,karani,करनी,4,6
2502,hiroin,हीरोइन,6,6
2503,unamen,उनमें,5,6
2504,filmen,फ़िल्में,7,6
2505,shivay,शिवाय,5,6
2506,byakul,ब्याकुल,7,6
2507,sunayi,सुनायी,6,6
2508,karuna,करुणा,5,6
2509,khizan,खिज़ां,5,6
2510,shakun,शकुन,4,6
2511,banaye,बनाये,5,6
2512,parvah,पर्वाह,6,6
2513,ashram,आश्रम,5,6
2514,hirana,हिरणा,5,6
2515,manjil,मंजिल,5,6
2516,suhane,सुहाने,6,6
2517,vidhan,विधान,5,6
2518,anhoni,अन्होनि,7,6
2519,bichae,बिछाए,5,6
2520,bataun,बताऊँ,5,6
2521,saiyad,सैयाद,5,6
2522,hriday,ह्रिदय,6,6
2523,ulafat,उलफ़त,4,6
2524,batala,बतला,4,6
2525,lagate,लगते,4,6
2526,bagair,बग़ैर,4,6
2527,maujan,मौजां,5,6
2528,parada,परदा,4,6
2529,pranay,प्रणय,5,6
2530,aiktar,ऐक्टर,5,6
2531,naxatr,नक्षत्र,7,6
2532,iqarar,इक़रार,5,6
2533,aniyan,आणियां,6,6
2534,faulad,फ़ौलाद,5,6
2535,sunata,सुनाता,6,6
2536,tulata,तुलता,5,6
2537,kutiya,कुटिया,6,6
2538,satrah,सत्रह,5,6
2539,mishri,मिश्री,6,6
2540,khushi,खुशी,4,6
2541,jalave,जलवे,4,6
2542,halave,हलवे,4,6
2543,chakha,चखा,3,6
2544,papadi,पापड़ी,5,6
2545,gudiya,गुड़िया,6,6
2546,govind,गोविन्द,7,6
2547,bainon,बैनों,5,6
2548,champi,चम्पी,5,6
2549,tripti,तृप्ति,6,6
2550,taraha,तरहा,4,6
2551,chinti,चींटी,5,6
2552,jhonke,झोँके,5,6
2553,nindya,निन्द्या,8,6
2554,ladali,लाडली,5,6
2555,manava,मनवा,4,6
2556,sulaye,सुलाये,6,6
2557,manane,मनाने,5,6
2558,tarasa,तरसा,4,6
2559,shayad,शायद,4,6
2560,virana,वीराना,6,6
2561,angare,अंगारे,6,6
2562,phansi,फाँसी,5,6
2563,jhansi,झाँसी,5,6
2564,jhalak,झलक,3,6
2565,indaur,इन्दौर,6,6
2566,jugjug,जुगजुग,6,6
2567,bhanve,भँवे,4,6
2568,chipak,चिपक,4,6
2569,raunak,रौनक,4,6
2570,gunjan,गुंजन,5,6
2571,upavan,उपवन,4,6
2572,banban,बनबन,4,6
2573,nachat,नाचत,4,6
2574,diwana,दिवाना,6,6
2575,vyapar,व्यापार,7,6
2576,santal,साँतल,5,6
2577,hataun,हटाऊँ,5,6
2578,jaison,जैसों,5,6
2579,chandi,चाँदी,5,6
2580,barbar,बारबार,6,6
2581,tattat,तटतट,4,6
2582,andhra,आंध्रा,6,6
2583,sochun,सोचूं,5,6
2584,tarase,तरसे,4,6
2585,kerala,केरला,5,6
2586,masuri,मसूरी,5,6
2587,dadara,दादरा,5,6
2588,bareli,बरेली,5,6
2589,angara,अंगारा,6,6
2590,manata,मनाता,5,6
2591,shital,शीतल,4,6
2592,phunke,फूँके,5,6
2593,mumbai,मुम्बई,6,6
2594,darane,डरने,4,6
2595,bahata,बहाता,5,6
2596,churai,चुराई,5,6
2597,nibhai,निभाई,5,6
2598,surili,सुरीली,6,6
2599,dabate,दबते,4,6
2600,milegi,मिलेगी,6,6
2601,zaruri,ज़रूरी,5,6
2602,majanu,मजनू,4,6
2603,marake,मरके,4,6
2604,chamak,चमक,3,6
2605,muskan,मुस्कन,6,6
2606,jaunga,जाऊँगा,6,6
2607,paunga,पाऊँगा,6,6
2608,tumare,तुमरे,5,6
2609,khumar,खुमार,5,6
2610,paltan,पल्टन,5,6
2611,banduk,बन्दूक,6,6
2612,satati,सताती,5,6
2613,taptap,टपटप,4,6
2614,usamen,उसमें,5,6
2615,sistar,सिस्टर,6,6
2616,ladati,लड़ती,4,6
2617,pasand,पसंद,4,6
2618,marana,मरना,4,6
2619,ikarar,इकरार,5,6
2620,kisape,किसपे,5,6
2621,tanman,तनमन,4,6
2622,gungun,गुनगुन,6,6
2623,dilata,दिलाता,6,6
2624,mudake,मुडके,5,6
2625,guncha,गुंचा,5,6
2626,karaya,कराया,5,6
2627,ramiye,रमिये,5,6
2628,bharam,भरम,3,6
2629,panjab,पंजाब,5,6
2630,chakar,चक्कर,5,6
2631,yamale,यमले,4,6
2632,patang,पतंग,4,6
2633,udenge,उड़ेंगे,6,6
2634,dikari,डिकरी,5,6
2635,lagane,लगने,4,6
2636,asalam,अस्सलाम,7,6
2637,kathin,कठिन,4,6
2638,buland,बुलंद,5,6
2639,manjur,मंजूर,5,6
2640,jhumon,झूमों,5,6
2641,kurata,कुरता,5,6
2642,badali,बदली,4,6
2643,jamaya,जमाया,5,6
2644,prahar,प्रहार,6,6
2645,santan,सन्तान,6,6
2646,karegi,करेगी,5,6
2647,bakhan,बखान,4,6
2648,raston,रास्तों,7,6
2649,sincha,सींचा,5,6
2650,dhokhe,धोखे,4,6
2651,sanvar,संवर,4,6
2652,female,फ़ेमले,5,6
2653,darata,डरता,4,6
2654,pilave,पिलावे,6,6
2655,ainthi,ऐंठी,4,6
2656,amarit,अमरित,5,6
2657,uthana,उठाना,5,6
2658,nindon,नींदों,6,6
2659,rahega,रहेगा,5,6
2660,marati,मरती,4,6
2661,paigam,पैग़ाम,5,6
2662,palati,पलती,4,6
2663,hansen,हँसें,5,6
2664,laxman,लक्ष्मन,7,6
2665,chulhe,चूल्हे,6,6
2666,mardan,मर्दन,5,6
2667,kurban,कुर्बान,7,6
2668,divali,दीवाली,6,6
2669,rukane,रुकने,5,6
2670,nachen,नाचें,5,6
2671,takogi,तकोगी,5,6
2672,rowoge,रोवोगे,6,6
2673,vachan,वचन,3,6
2674,doston,दोस्तों,7,6
2675,dinrat,दिनरात,6,6
2676,maidan,मैदान,5,6
2677,mohare,मोहरे,5,6
2678,hansne,हँस्ने,6,6
2679,vitark,वितर्क,6,6
2680,khakar,खाकर,4,6
2681,bojhal,बोझल,4,6
2682,langhi,लांघी,5,6
2683,bichao,बिछाओ,5,6
2684,basati,बसती,4,6
2685,pranon,प्राणों,7,6
2686,basera,बसेरा,5,6
2687,kaynat,काय्नात,7,6
2688,katari,कटारी,5,6
2689,ashaqi,आशक़ी,4,6
2690,dupata,दुपट्टा,7,6
2691,mahake,महके,4,6
2692,patali,पतली,4,6
2693,latake,लटके,4,6
2694,bumake,बुमके,5,6
2695,supari,सुपारी,6,6
2696,milaun,मिलाऊँ,6,6
2697,dharat,धरत,3,6
2698,ranjha,रांझा,5,6
2699,apsara,अप्सरा,6,6
2700,qafila,क़ाफ़िला,6,6
2701,nirale,निराले,6,6
2702,kisine,किसीने,6,6
2703,sadaon,सदाओं,5,6
2704,kisiki,किसीकी,6,6
2705,bachan,बचन,3,6
2706,manaun,मनाऊं,5,6
2707,bevafa,बेवफ़ा,5,6
2708,kamdar,ख़म्दार,6,6
2709,gumsum,गुमसुम,6,6
2710,rulane,रुलाने,6,6
2711,khinch,खीँच,4,6
2712,lutegi,लूटेगी,6,6
2713,tadbir,तद्बीर,6,6
2714,baliye,बलिये,5,6
2715,taqdir,तक़्दीर,6,6
2716,soniye,सोणिये,6,6
2717,chipai,छिपाई,5,6
2718,sajade,सजदे,4,6
2719,kanval,कंवल,4,6
2720,sharab,शराब,4,6
2721,jisame,जिसमे,5,6
2722,rusawa,रुसवा,5,6
2723,payale,पयाले,5,6
2724,talana,टालना,5,6
2725,zalama,ज़ालमा,5,6
2726,rokati,रोकती,5,6
2727,shayar,शायर,4,6
2728,bahega,बहेगा,5,6
2729,nirala,निराला,6,6
2730,beruki,बेरुख़ी,6,6
2731,dupate,दुपट्टे,7,6
2732,tenhun,तेन्हूं,7,6
2733,pienge,पिएंगे,6,6
2734,minase,मिनसे,5,6
2735,inakar,इनकार,5,6
2736,lagada,लगदा,4,6
2737,karmon,कर्मों,6,6
2738,apanon,अपनों,5,6
2739,jugani,जुगनी,5,6
2740,dekhin,देखीं,5,6
2741,kishan,किशन,4,6
2742,andaza,अन्दाज़ा,7,6
2743,kabase,कबसे,4,6
2744,dikhao,दिखाओ,5,6
2745,aintha,ऐंठा,4,6
2746,pagale,पगले,4,6
2747,pagali,पगली,4,6
2748,palaki,पालकी,5,6
2749,karoge,करोगे,5,6
2750,dastur,दस्तूर,6,6
2751,tihari,तिहारी,6,6
2752,tyohar,त्योहार,7,6
2753,basiya,बसिया,5,6
2754,rasiya,रसिया,5,6
2755,bahate,बहते,4,6
2756,khilen,खिलें,5,6
2757,jatana,जताना,5,6
2758,bewafa,बेवफ़ा,5,6
2759,kalyan,कल्याण,6,6
2760,andher,अन्धेर,6,6
2761,mukesh,मुकेश,5,6
2762,bubadi,बूबडी,5,6
2763,bhigoe,भिगोए,5,6
2764,kumari,ख़ुमारी,6,6
2765,sanjoe,संजोए,5,6
2766,saream,सरएआम,5,6
2767,sahane,सहने,4,6
2768,umiden,उम्मीदें,8,6
2769,bhiker,भिकेर,5,6
2770,manaya,मनाया,5,6
2771,babadi,बाबडी,5,6
2772,kaleje,कलेजे,5,6
2773,sajada,सजदा,4,6
2774,hataya,हटाया,5,6
2775,bajane,बजने,4,6
2776,chukar,छूकर,4,6
2777,lapata,लापता,5,6
2778,etabar,एतबार,5,6
2779,jalana,जलाना,5,6
2780,khatir,खातिर,5,6
2781,jalaye,जलाये,5,6
2782,bharta,भर्ता,5,6
2783,chubha,चुभा,4,6
2784,tanana,तानाना,6,6
2785,achcha,अच्चा,5,6
2786,ladana,लड़ाना,5,6
2787,darana,डराना,5,6
2788,lagana,लगाना,5,6
2789,achche,अच्छे,5,6
2790,sataye,सताये,5,6
2791,yaqini,यक़ीनी,5,6
2792,rulaye,रुलाये,6,6
2793,basana,बसाना,5,6
2794,yavari,यावरी,5,6
2795,dastan,दास्ताँ,7,6
2796,subaho,सुबहो,5,6
2797,shamen,शम्में,6,6
2798,vafaen,वफ़ाएं,5,6
2799,bhujha,भुझा,4,6
2800,bhulen,भूलें,5,6
2801,banega,बनेगा,5,6
2802,kamosh,ख़ामोश,5,6
2803,thirak,थिरक,4,6
2804,dhamak,धमक,3,6
2805,adaada,अदाअदा,6,6
2806,lipati,लिपटी,5,6
2807,mahaka,महका,4,6
2808,lijiye,लीजिये,6,6
2809,shamil,शामिल,5,6
2810,kabaka,कबका,4,6
2811,langar,लंगर,4,6
2812,kashqa,कश्क़ा,5,6
2813,balati,बलती,4,6
2814,kategi,कटेगी,5,6
2815,damaru,डमरू,4,6
2816,ukhade,उखाड़े,5,6
2817,kahegi,कहेगी,5,6
2818,dikhai,दिखाई,5,6
2819,dubane,डूबने,5,6
2820,sazaen,सज़ाएँ,5,6
2821,baksha,बख़्शा,5,6
2822,manzar,मंज़र,4,6
2823,guzara,गुज़ारा,6,6
2824,ashqon,अश्क़ों,6,6
2825,isalie,इसलिए,5,6
2826,tanaha,तनहा,4,6
2827,bazaen,बाज़ाएँ,6,6
2828,wafaen,वफ़ाएँ,5,6
